username,full_name,twitter_url,tweet_text,tweet_time,number_of_likes,no_of_retweets,no_of_replies,mentions,no_of_mentions,hashtags,no_of_hashtags,call_to_action,image_url
rakeshp80885125,Rakeshp,https://twitter.com/Rakeshp80885125/status/1307498853395034112,"""Hello Madam @BachchanJaya
@SrBachchan @KanganaOffical @KanganaTeam Please check this thali via link.  https",2020-09-19 18:56:00,1,1,0,BachchanJaya | SrBachchan | KanganaOffical | KanganaTeam,4,,0,,
amgoyal57,A M GOYAL,https://twitter.com/amgoyal57/status/1307227767260422144,"""#BollywoodDrugMafia",2020-09-19 00:59:00,,,0,,0,BollywoodDrugMa,1,,
shree263534,Shreeharsha Hegde,https://twitter.com/Shree263534/status/1305726550357147648,"""Now we know why Pitamaha @SrBachchan ji is silent about
#SushantWasMurdered 
#KanganaRanawat 
#BollywoodDrugMafia 

Jayaji in other words is telling ""How dare you enter #BoolyDAwood...a NO INVESTIGATION ZONE""… https",2020-09-14 21:34:00,4,,0,SrBachchan,1,SushantWasMurde | KanganaRanawat | BollywoodDrugMa | BoolyDAwood,4,,
p4prapti,Prapti Buch,https://twitter.com/p4prapti/status/1307335666078904320,"""I hope #RheaChakroborty is doing well.... In Jail.

#sorrybabu  to #Bollywooddrugmafia""",2020-09-19 08:08:00,15,2,1,,0,RheaChakroborty | sorrybabu | Bollywooddrugma,3,,
,,https://twitter.com/mahiguptaa/status/1306086398500372480,"""Everything is doesn't matter for her....only #bollywoodDrugMafia matter????… """,2020-09-15 21:23:00,1,,0,,0,bollywoodDrugMa,1,,
poojabh47704128,Pooja Bhardwaj,https://twitter.com/PoojaBh47704128/status/1307603258819534849,"""#BoycottBollywood we want Ordinary People 👍 #Bollywooddrugmafia… """,2020-09-20 01:51:00,,,0,,0,BoycottBollywoo | Bollywooddrugma,2,,
thegaganarya,Gagan Arya,https://twitter.com/Thegaganarya/status/1305960671071272960,"""I truly agree with @KanganaTeam and honrable @ravikishann on #BollywoodDrugMafia""",2020-09-15 13:04:00,2,1,0,KanganaTeam | ravikishann,2,BollywoodDrugMa,1,,
,,https://twitter.com/ArnabjoyBasu/status/1306618228655841280,"""Dear,https",2020-09-17 08:37:00,,,0,,0,,0,,
,,https://twitter.com/BeingRKM/status/1306790160856739846,"""I bet you all will agree this penguin is not only a #NaughtyPenguin but a damn #DirtyPenguin. #PenguinSavingKillers and  #BollywoodDrugMafia… https",2020-09-17 20:00:00,1,,1,,0,NaughtyPenguin | DirtyPenguin | PenguinSavingKi | BollywoodDrugMa,4,,
shiv_toronto,shivpandey,https://twitter.com/shiv_toronto/status/1305881345772707847,"""👏👏👏👏 dying to see #JusticeForSSR #BollywoodDarkSecrets #BollywoodDrugMafia… """,2020-09-15 07:49:00,,,0,,0,JusticeForSSR | BollywoodDarkSe | BollywoodDrugMa,3,,
co8119,Rajeev,https://twitter.com/co8119/status/1306136261451591680,"""Really appreciate the efforts #kangana is doing against the one sided #BollywoodDrugMafia 
Nation stands for #KanganaRanaut 🙏
Nation stands with #Kangana""",2020-09-16 00:42:00,,,1,,0,kangana | BollywoodDrugMa | KanganaRanaut | Kangana,4,,
akanksh80424684,Akanksha Shrivastava,https://twitter.com/Akanksh80424684/status/1275717802951925763,"""The fantastic pair will be missed always #ankitalokahnde don't go to bollywood we can't loose you there are max vampires. #SushanthSinghRajput was killed ♥️♥️😔… https",2020-06-24 02:10:00,7,2,0,,0,ankitalokahnde | SushanthSinghRa,2,,
gadha_historian,Ram Gadha Historian,https://twitter.com/gadha_historian/status/1306858492679139328,"""Mamta Jake's befitting reply to Mrs. Jaya Bachchan.
@JayaBachchan @koenamitra
@KanganaOffical_ @ravikishann
#BollywoodGutter
#Bollywooddrugmafia

https",2020-09-18 00:31:00,1,,0,JayaBachchan | koenamitra | KanganaOffical_ | ravikishann,4,BollywoodGutter | Bollywooddrugma,2,,
,,https://twitter.com/Seri29SSR/status/1274225250452922368,"""I agree with you..Ankita ne Sushant ko hamesha support kiya tha jb thi sath me. And after breakup bhi wo ek dusre ko follow krte the..Respect for #ankitalokahnde… https",2020-06-19 23:19:00,8,,0,,0,ankitalokahnde,1,,
vandna09414676,shushant ,https://twitter.com/Vandna09414676/status/1274731382560878593,"""💔💔💔💔💔💔💔💔💔💔💔 ur love not just true it's pure love souls 😥😥😥😥😥😥😥😥😥😥 #ShusantSinghRajput tc mam #ankitalokahnde… """,2020-06-21 08:50:00,8,1,1,,0,ShusantSinghRaj | ankitalokahnde,2,,
bringssrjustice,Justice for SSR,https://twitter.com/BringSSRJustice/status/1278943263378923520,"""Anyone know how @anky1912 #ankitalokahnde is doing? 

#CBIMustForSushant""",2020-07-02 23:46:00,2,2,0,anky1912,1,ankitalokahnde | CBIMustForSusha,2,,
etimes,ETimes,https://twitter.com/etimes/status/1273556759194374144,"""Here's what #SushantSinghRajput had said about his break-up with ex-girlfriend #ankitalokahnde 

https",2020-06-18 03:02:00,5,,1,,0,SushantSinghRaj | ankitalokahnde,2,,
apurehappiness,Ankita=purehappiness,https://twitter.com/APurehappiness/status/1086180496139141120,"""Jaipur crowd it is!! 
#1weektomanikarnika 
#Manikarnika #jaipur #ankitalokahnde @anky1912… """,2019-01-18 00:36:00,5,1,0,anky1912,1,1weektomanikarn | Manikarnika | jaipur | ankitalokahnde,4,,https://pbs.twimg.com/media/DxLjY_fVAAEwswx.jpg
shoowbizz24,Shoowbizz24,https://twitter.com/Shoowbizz24/status/1281911069745672193,"""Sushant Singh Rajput’s romantic pics with Ankita Lokhande will remind you of his happy days

#SushantSingRajput #SushantSinghRajput #ankitalokahnde #SSR #CBIMustForShushant #CBIForSSR #SushantInOurHeartsForever 
@itsSSR #SushantNoMore 

https",2020-07-11 04:19:00,,,0,itsSSR,1,SushantSingRajp | SushantSinghRaj | ankitalokahnde | SSR | CBIMustForShush | CBIForSSR | SushantInOurHea | SushantNoMore,8,,
,,https://twitter.com/MadihaRahman18/status/1283039507802202119,"""Love #ankitalokahnde  hate #RheaChakraborty… """,2020-07-14 07:03:00,3,,0,,0,ankitalokahnde | RheaChakraborty,2,,
folkbuzz8,FolkBuzz Media,https://twitter.com/Folkbuzz8/status/1282696443279507458,"""Ankita Lokhande Broke Up With Vicky Jain For Sushant Sungh Rajput 
Watch Video",2020-07-13 08:20:00,15,5,0,,0,,0,,https://pbs.twimg.com/media/Ec0NUx5VAAAOeeP.png
adsdesi,Adsdesi News & Entertainment,https://twitter.com/adsdesi/status/1285974663470997505,"""#SubramanianSwamy #KanganaRanaut #ankitalokahnde  #ShekharSuman   Subramanian Swamy Leads #Candle4SSR Movement Demanding Justice For Sushant.Kangana Ranaut, Ankita Lokhande, Shekhar Suman joins 👉  https",2020-07-22 09:27:00,,1,0,,0,SubramanianSwam | KanganaRanaut | ankitalokahnde | ShekharSuman | Candle4SSR,5,,https://pbs.twimg.com/media/Ediyl__WsAIetnz.jpg
